ticket_id,department,category,priority,status,open_date,resolution_days,agent_id,satisfaction_score,resolution_date,sla_target_days,sla_met
TKT_06158,IT,Payroll,High,Open,2024-06-25,24.0,AGT_047,5.0,2024-07-19,3,0
TKT_06159,Finance,Onboarding,Critical,Resolved,2025-09-08,1.0,AGT_035,1.0,2025-09-09,1,1
TKT_06160,HR,Software,High,Open,2024-10-20,13.0,AGT_035,5.0,2024-11-02,3,0
TKT_06161,HR,Onboarding,Medium,Resolved,2026-05-08,4.0,AGT_043,5.0,2026-05-12,7,1
TKT_06162,Operations,Access,Low,Resolved,2024-07-28,25.0,AGT_025,2.0,2024-08-22,14,0
TKT_06163,IT,Maintenance,High,Resolved,2026-03-29,30.0,AGT_029,,2026-04-28,3,0
TKT_06164,IT,Access,Medium,Resolved,2026-02-25,,AGT_034,2.0,,7,0
TKT_06165,Facilities,Software,High,Resolved,2024-09-22,3.0,AGT_038,,2024-09-25,3,1
TKT_06166,Facilities,Network,Critical,Escalated,2025-08-10,21.0,AGT_046,2.0,2025-08-31,1,0
TKT_06167,IT,Hardware,Medium,Resolved,2025-08-17,26.0,AGT_024,2.0,2025-09-12,7,0
TKT_06168,IT,Onboarding,Low,Escalated,2025-03-10,26.0,AGT_002,5.0,2025-04-05,14,0
TKT_06169,HR,Network,High,Open,2024-06-06,,AGT_007,2.0,,3,0
TKT_06170,Finance,Access,Low,Resolved,2024-09-12,11.0,AGT_015,,2024-09-23,14,1
TKT_06171,Operations,Network,Medium,Resolved,2025-08-06,3.0,AGT_037,2.0,2025-08-09,7,1
TKT_06172,Facilities,Maintenance,Low,Open,2024-06-02,16.0,AGT_008,,2024-06-18,14,0
TKT_06173,Operations,Payroll,Low,Resolved,2025-11-11,29.0,AGT_037,2.0,2025-12-10,14,0
TKT_06174,IT,Software,Critical,Resolved,2026-01-22,6.0,AGT_013,3.0,2026-01-28,1,0
TKT_06175,Operations,Software,High,Resolved,2024-09-27,16.0,AGT_034,1.0,2024-10-13,3,0
TKT_06176,HR,Access,Critical,Resolved,2024-09-07,,AGT_030,5.0,,1,0
TKT_06177,IT,Access,Medium,Open,2025-04-26,,AGT_004,,,7,0
TKT_06178,Operations,Payroll,High,Resolved,2026-04-03,21.0,AGT_029,,2026-04-24,3,0
TKT_06179,IT,Maintenance,Critical,Resolved,2025-11-03,1.0,AGT_018,5.0,2025-11-04,1,1
TKT_06180,HR,Access,High,Resolved,2025-10-21,4.0,AGT_046,1.0,2025-10-25,3,0
TKT_06181,Facilities,Payroll,Medium,Escalated,2024-11-04,4.0,AGT_006,,2024-11-08,7,1
TKT_06182,Operations,Access,Critical,Resolved,2025-12-23,27.0,AGT_020,3.0,2026-01-19,1,0
TKT_06183,Operations,Hardware,Medium,Resolved,2025-04-07,1.0,AGT_011,5.0,2025-04-08,7,1
TKT_06184,HR,Software,High,Open,2024-07-14,1.0,AGT_002,3.0,2024-07-15,3,1
TKT_06185,IT,Access,Critical,Resolved,2025-03-23,13.0,AGT_007,2.0,2025-04-05,1,0
TKT_06186,HR,Access,Medium,Open,2024-08-23,,AGT_016,5.0,,7,0
TKT_06187,IT,Network,High,Open,2025-10-21,8.0,AGT_018,4.0,2025-10-29,3,0
TKT_06188,IT,Network,Medium,Resolved,2025-10-05,22.0,AGT_040,4.0,2025-10-27,7,0
TKT_06189,Facilities,Network,Critical,Resolved,2024-10-06,29.0,AGT_043,,2024-11-04,1,0
TKT_06190,Finance,Payroll,High,Resolved,2025-08-27,29.0,AGT_035,2.0,2025-09-25,3,0
TKT_06191,HR,Access,Low,Resolved,2024-08-08,,AGT_020,2.0,,14,0
TKT_06192,Operations,Hardware,High,Resolved,2025-11-02,,AGT_014,3.0,,3,0
TKT_06193,Operations,Payroll,Medium,Resolved,2024-06-11,,AGT_036,2.0,,7,0
TKT_06194,HR,Maintenance,Low,Open,2024-10-03,,AGT_048,3.0,,14,0
TKT_06195,IT,Access,Low,Resolved,2024-11-02,12.0,AGT_012,4.0,2024-11-14,14,1
TKT_06196,Facilities,Network,Critical,Resolved,2024-11-04,,AGT_035,2.0,,1,0
TKT_06197,Finance,Access,High,Open,2025-06-02,12.0,AGT_043,3.0,2025-06-14,3,0
TKT_06198,HR,Payroll,Low,Resolved,2024-10-24,30.0,AGT_049,,2024-11-23,14,0
TKT_06199,Operations,Software,High,Resolved,2025-09-09,,AGT_005,2.0,,3,0
TKT_06200,Facilities,Maintenance,High,Resolved,2025-07-11,,AGT_020,1.0,,3,0
TKT_06201,Facilities,Network,Low,Open,2024-07-05,,AGT_002,,,14,0
TKT_06202,IT,Access,Medium,Resolved,2026-02-25,11.0,AGT_019,4.0,2026-03-08,7,0
TKT_06203,IT,Software,High,Resolved,2026-01-31,22.0,AGT_025,1.0,2026-02-22,3,0
TKT_06204,Finance,Software,Critical,Open,2025-11-08,29.0,AGT_012,,2025-12-07,1,0
TKT_06205,Operations,Onboarding,Medium,Resolved,2025-02-26,10.0,AGT_020,3.0,2025-03-08,7,0
TKT_06206,Operations,Software,Medium,Escalated,2025-11-15,10.0,AGT_031,4.0,2025-11-25,7,0
TKT_06207,Facilities,Maintenance,Low,Escalated,2025-05-19,4.0,AGT_035,5.0,2025-05-23,14,1
TKT_06208,Finance,Access,High,Open,2025-07-29,16.0,AGT_028,3.0,2025-08-14,3,0
TKT_06209,IT,Access,Critical,Resolved,2025-06-21,30.0,AGT_044,1.0,2025-07-21,1,0
TKT_06210,IT,Access,Medium,Resolved,2026-04-08,30.0,AGT_047,1.0,2026-05-08,7,0
TKT_06211,IT,Maintenance,High,Resolved,2025-10-29,3.0,AGT_013,4.0,2025-11-01,3,1
TKT_06212,Operations,Hardware,High,Resolved,2024-11-30,28.0,AGT_023,,2024-12-28,3,0
TKT_06213,HR,Onboarding,Medium,Resolved,2026-01-03,5.0,AGT_029,1.0,2026-01-08,7,1
TKT_06214,HR,Onboarding,Low,Resolved,2025-10-20,5.0,AGT_049,2.0,2025-10-25,14,1
TKT_06215,Finance,Network,Low,Resolved,2024-07-07,13.0,AGT_012,2.0,2024-07-20,14,1
TKT_06216,Facilities,Network,Low,Resolved,2025-08-11,26.0,AGT_014,,2025-09-06,14,0
TKT_06217,IT,Maintenance,Medium,Resolved,2025-10-11,16.0,AGT_027,3.0,2025-10-27,7,0
TKT_06218,IT,Onboarding,High,Resolved,2025-11-07,4.0,AGT_043,1.0,2025-11-11,3,0
TKT_06219,Operations,Onboarding,Critical,Resolved,2025-12-12,24.0,AGT_011,,2026-01-05,1,0
TKT_06220,HR,Access,High,Open,2025-06-21,3.0,AGT_031,3.0,2025-06-24,3,1
TKT_06221,Facilities,Payroll,Medium,Resolved,2024-12-12,5.0,AGT_015,,2024-12-17,7,1
TKT_06222,Operations,Network,Critical,Resolved,2025-12-19,,AGT_015,2.0,,1,0
TKT_06223,IT,Maintenance,Critical,Open,2024-07-05,11.0,AGT_004,1.0,2024-07-16,1,0
TKT_06224,HR,Access,Medium,Escalated,2025-09-08,16.0,AGT_033,,2025-09-24,7,0
TKT_06225,IT,Onboarding,High,Resolved,2025-07-18,14.0,AGT_043,,2025-08-01,3,0
TKT_06226,Operations,Payroll,Medium,Resolved,2025-01-03,21.0,AGT_037,,2025-01-24,7,0
TKT_06227,HR,Access,Low,Resolved,2025-08-29,26.0,AGT_001,1.0,2025-09-24,14,0
TKT_06228,HR,Maintenance,Low,Resolved,2025-09-10,30.0,AGT_016,2.0,2025-10-10,14,0
TKT_06229,IT,Hardware,High,Escalated,2026-01-22,14.0,AGT_020,,2026-02-05,3,0
TKT_06230,IT,Network,Critical,Resolved,2025-12-20,18.0,AGT_021,,2026-01-07,1,0
TKT_06231,HR,Payroll,Low,Resolved,2024-11-11,18.0,AGT_050,2.0,2024-11-29,14,0
TKT_06232,Facilities,Payroll,Critical,Open,2025-09-11,8.0,AGT_019,5.0,2025-09-19,1,0
TKT_06233,Operations,Hardware,Critical,Resolved,2026-05-07,19.0,AGT_020,2.0,2026-05-26,1,0
TKT_06234,Facilities,Software,Critical,Resolved,2025-03-23,17.0,AGT_026,1.0,2025-04-09,1,0
TKT_06235,IT,Onboarding,Low,Resolved,2025-03-14,23.0,AGT_042,4.0,2025-04-06,14,0
TKT_06236,Facilities,Maintenance,Low,Resolved,2025-03-30,8.0,AGT_033,5.0,2025-04-07,14,1
TKT_06237,Operations,Onboarding,Critical,Resolved,2024-06-23,8.0,AGT_019,4.0,2024-07-01,1,0
TKT_06238,IT,Access,Critical,Open,2025-10-12,7.0,AGT_016,1.0,2025-10-19,1,0
TKT_06239,Operations,Network,Medium,Resolved,2024-07-10,1.0,AGT_049,1.0,2024-07-11,7,1
TKT_06240,Operations,Network,Critical,Resolved,2026-04-27,16.0,AGT_012,4.0,2026-05-13,1,0
TKT_06241,HR,Hardware,High,Resolved,2025-05-21,30.0,AGT_005,5.0,2025-06-20,3,0
TKT_06242,HR,Onboarding,Low,Resolved,2025-01-22,,AGT_048,4.0,,14,0
TKT_06243,IT,Software,Medium,Resolved,2024-10-08,12.0,AGT_003,5.0,2024-10-20,7,0
TKT_06244,IT,Payroll,Low,Resolved,2024-11-13,28.0,AGT_039,5.0,2024-12-11,14,0
TKT_06245,Finance,Software,Critical,Resolved,2025-07-01,5.0,AGT_021,3.0,2025-07-06,1,0
TKT_06246,Finance,Software,Low,Resolved,2025-06-25,5.0,AGT_019,5.0,2025-06-30,14,1
TKT_06247,Finance,Software,Critical,Open,2024-06-27,18.0,AGT_039,5.0,2024-07-15,1,0
TKT_06248,Operations,Network,High,Resolved,2024-10-26,30.0,AGT_025,,2024-11-25,3,0
TKT_06249,IT,Network,Low,Resolved,2024-12-21,7.0,AGT_036,3.0,2024-12-28,14,1
TKT_06250,Operations,Network,Critical,Resolved,2026-04-07,2.0,AGT_027,1.0,2026-04-09,1,0
TKT_06251,IT,Onboarding,Low,Escalated,2025-07-14,4.0,AGT_007,,2025-07-18,14,1
TKT_06252,Facilities,Network,High,Resolved,2025-06-20,23.0,AGT_032,,2025-07-13,3,0
TKT_06253,HR,Access,Critical,Resolved,2025-01-29,,AGT_030,5.0,,1,0
TKT_06254,Facilities,Payroll,Low,Resolved,2024-07-04,23.0,AGT_046,2.0,2024-07-27,14,0
TKT_06255,IT,Hardware,High,Resolved,2024-07-06,12.0,AGT_043,2.0,2024-07-18,3,0
TKT_06256,Operations,Access,Low,Escalated,2024-06-27,,AGT_013,5.0,,14,0
TKT_06257,IT,Hardware,Low,Escalated,2025-05-15,,AGT_004,,,14,0
TKT_06258,Operations,Payroll,Low,Resolved,2024-07-29,16.0,AGT_031,3.0,2024-08-14,14,0
TKT_06259,Finance,Hardware,Medium,Open,2026-01-05,28.0,AGT_037,,2026-02-02,7,0
TKT_06260,Finance,Access,High,Resolved,2024-09-28,,AGT_001,4.0,,3,0
TKT_06261,HR,Payroll,Low,Resolved,2025-05-13,,AGT_037,5.0,,14,0
TKT_06262,Operations,Onboarding,Medium,Resolved,2026-05-18,,AGT_040,2.0,,7,0
TKT_06263,IT,Maintenance,Medium,Resolved,2026-05-09,1.0,AGT_005,2.0,2026-05-10,7,1
TKT_06264,HR,Payroll,Low,Resolved,2025-04-29,27.0,AGT_045,,2025-05-26,14,0
TKT_06265,HR,Network,Critical,Escalated,2024-07-15,25.0,AGT_047,2.0,2024-08-09,1,0
TKT_06266,Finance,Network,Low,Open,2026-02-13,,AGT_037,1.0,,14,0
TKT_06267,Finance,Hardware,Low,Resolved,2025-05-14,24.0,AGT_040,3.0,2025-06-07,14,0
TKT_06268,HR,Access,High,Resolved,2025-11-23,10.0,AGT_042,2.0,2025-12-03,3,0
TKT_06269,HR,Network,Low,Open,2024-12-13,24.0,AGT_041,,2025-01-06,14,0
TKT_06270,Finance,Payroll,Medium,Escalated,2026-05-16,26.0,AGT_042,4.0,2026-06-11,7,0
TKT_06271,HR,Network,Critical,Resolved,2025-06-13,1.0,AGT_033,5.0,2025-06-14,1,1
TKT_06272,IT,Maintenance,Medium,Resolved,2025-01-01,5.0,AGT_018,,2025-01-06,7,1
TKT_06273,Operations,Payroll,Critical,Resolved,2024-06-28,,AGT_026,,,1,0
TKT_06274,IT,Network,Medium,Resolved,2025-09-28,20.0,AGT_029,4.0,2025-10-18,7,0
TKT_06275,HR,Onboarding,Medium,Resolved,2025-10-08,17.0,AGT_027,1.0,2025-10-25,7,0
TKT_06276,Finance,Onboarding,Low,Open,2024-06-08,,AGT_005,3.0,,14,0
TKT_06277,HR,Onboarding,Medium,Resolved,2026-04-24,14.0,AGT_030,,2026-05-08,7,0
TKT_06278,HR,Network,Low,Escalated,2025-08-18,29.0,AGT_002,3.0,2025-09-16,14,0
TKT_06279,Facilities,Software,Critical,Resolved,2024-12-15,23.0,AGT_039,3.0,2025-01-07,1,0
TKT_06280,Finance,Access,Low,Escalated,2025-08-10,30.0,AGT_037,3.0,2025-09-09,14,0
TKT_06281,IT,Hardware,High,Escalated,2025-12-04,10.0,AGT_024,2.0,2025-12-14,3,0
TKT_06282,HR,Maintenance,High,Resolved,2025-04-25,14.0,AGT_008,,2025-05-09,3,0
TKT_06283,IT,Access,Medium,Escalated,2024-08-23,9.0,AGT_006,3.0,2024-09-01,7,0
TKT_06284,Facilities,Network,High,Resolved,2025-07-27,17.0,AGT_049,5.0,2025-08-13,3,0
TKT_06285,Finance,Access,Low,Escalated,2025-05-24,5.0,AGT_003,2.0,2025-05-29,14,1
TKT_06286,Finance,Maintenance,Critical,Resolved,2025-01-07,13.0,AGT_014,1.0,2025-01-20,1,0
TKT_06287,Operations,Access,Critical,Resolved,2026-03-21,8.0,AGT_046,,2026-03-29,1,0
TKT_06288,Operations,Hardware,Critical,Escalated,2025-06-28,27.0,AGT_023,,2025-07-25,1,0
TKT_06289,HR,Maintenance,Critical,Escalated,2025-04-09,18.0,AGT_026,,2025-04-27,1,0
TKT_06290,Operations,Network,High,Open,2026-04-07,3.0,AGT_047,,2026-04-10,3,1
TKT_06291,Facilities,Software,Medium,Resolved,2024-08-11,15.0,AGT_011,,2024-08-26,7,0
TKT_06292,IT,Payroll,Low,Escalated,2026-01-22,21.0,AGT_021,1.0,2026-02-12,14,0
TKT_06293,HR,Access,Low,Open,2024-08-28,27.0,AGT_031,5.0,2024-09-24,14,0
TKT_06294,HR,Access,Low,Escalated,2026-04-29,2.0,AGT_045,5.0,2026-05-01,14,1
TKT_06295,Operations,Network,High,Escalated,2024-08-29,21.0,AGT_026,2.0,2024-09-19,3,0
TKT_06296,Finance,Onboarding,Low,Resolved,2025-01-13,9.0,AGT_009,1.0,2025-01-22,14,1
TKT_06297,Finance,Payroll,High,Resolved,2025-11-29,,AGT_005,,,3,0
TKT_06298,IT,Hardware,High,Resolved,2024-10-22,,AGT_004,5.0,,3,0
TKT_06299,HR,Hardware,Medium,Resolved,2025-03-24,28.0,AGT_047,1.0,2025-04-21,7,0
TKT_06300,HR,Payroll,High,Open,2025-12-23,8.0,AGT_041,1.0,2025-12-31,3,0
TKT_06301,Operations,Hardware,Critical,Resolved,2025-01-03,18.0,AGT_039,2.0,2025-01-21,1,0
TKT_06302,Operations,Software,Low,Resolved,2025-11-07,,AGT_003,5.0,,14,0
TKT_06303,IT,Maintenance,Critical,Escalated,2025-06-27,1.0,AGT_010,5.0,2025-06-28,1,1
TKT_06304,Operations,Onboarding,Medium,Resolved,2025-12-13,10.0,AGT_034,,2025-12-23,7,0
TKT_06305,Facilities,Payroll,Critical,Open,2025-11-24,,AGT_002,5.0,,1,0
TKT_06306,Finance,Hardware,Medium,Escalated,2025-09-07,30.0,AGT_023,3.0,2025-10-07,7,0
TKT_06307,Facilities,Hardware,Medium,Resolved,2024-07-15,,AGT_030,3.0,,7,0
TKT_06308,IT,Hardware,Critical,Open,2025-04-13,19.0,AGT_049,,2025-05-02,1,0
TKT_06309,HR,Payroll,Low,Open,2025-05-09,19.0,AGT_038,2.0,2025-05-28,14,0
TKT_06310,Finance,Access,High,Resolved,2024-11-22,16.0,AGT_045,,2024-12-08,3,0
TKT_06311,Finance,Maintenance,High,Escalated,2025-10-18,,AGT_022,4.0,,3,0
TKT_06312,Finance,Network,Medium,Resolved,2025-09-26,10.0,AGT_024,,2025-10-06,7,0
TKT_06313,Facilities,Hardware,High,Resolved,2025-12-24,,AGT_002,,,3,0
TKT_06314,Facilities,Network,High,Resolved,2025-12-15,10.0,AGT_002,5.0,2025-12-25,3,0
TKT_06315,Finance,Onboarding,Critical,Resolved,2025-10-17,17.0,AGT_004,2.0,2025-11-03,1,0
TKT_06316,IT,Hardware,High,Open,2025-06-28,,AGT_049,5.0,,3,0
TKT_06317,Operations,Onboarding,Critical,Resolved,2025-05-11,24.0,AGT_017,2.0,2025-06-04,1,0
TKT_06318,IT,Hardware,Critical,Resolved,2025-01-26,5.0,AGT_020,2.0,2025-01-31,1,0
TKT_06319,HR,Payroll,Medium,Resolved,2024-11-04,4.0,AGT_018,,2024-11-08,7,1
TKT_06320,IT,Network,Critical,Open,2025-03-27,29.0,AGT_005,1.0,2025-04-25,1,0
TKT_06321,IT,Hardware,Medium,Resolved,2026-04-08,4.0,AGT_023,,2026-04-12,7,1
TKT_06322,Facilities,Payroll,Medium,Resolved,2025-07-30,25.0,AGT_028,1.0,2025-08-24,7,0
TKT_06323,IT,Payroll,Low,Resolved,2026-05-02,,AGT_050,,,14,0
TKT_06324,Finance,Maintenance,High,Open,2025-08-04,13.0,AGT_025,1.0,2025-08-17,3,0
TKT_06325,Facilities,Onboarding,High,Open,2025-01-27,28.0,AGT_044,5.0,2025-02-24,3,0
TKT_06326,Facilities,Network,Critical,Resolved,2026-01-19,10.0,AGT_016,5.0,2026-01-29,1,0
TKT_06327,IT,Access,Critical,Resolved,2025-11-28,,AGT_003,4.0,,1,0
TKT_06328,HR,Maintenance,Critical,Escalated,2025-09-11,3.0,AGT_024,3.0,2025-09-14,1,0
TKT_06329,Operations,Hardware,Medium,Escalated,2025-03-16,3.0,AGT_047,2.0,2025-03-19,7,1
TKT_06330,Facilities,Payroll,Critical,Escalated,2025-01-16,8.0,AGT_029,5.0,2025-01-24,1,0
TKT_06331,Operations,Maintenance,Critical,Resolved,2024-11-09,26.0,AGT_011,4.0,2024-12-05,1,0
TKT_06332,Finance,Payroll,Critical,Open,2025-07-22,5.0,AGT_032,4.0,2025-07-27,1,0
TKT_06333,Facilities,Network,Low,Resolved,2025-04-09,6.0,AGT_024,4.0,2025-04-15,14,1
TKT_06334,Facilities,Maintenance,Critical,Escalated,2025-12-15,17.0,AGT_028,2.0,2026-01-01,1,0
TKT_06335,Operations,Software,High,Open,2024-08-13,24.0,AGT_010,,2024-09-06,3,0
TKT_06336,Finance,Maintenance,Low,Escalated,2025-04-01,17.0,AGT_012,,2025-04-18,14,0
TKT_06337,Operations,Access,Low,Open,2025-10-09,11.0,AGT_002,3.0,2025-10-20,14,1
TKT_06338,Facilities,Access,High,Resolved,2025-11-13,5.0,AGT_011,1.0,2025-11-18,3,0
TKT_06339,Operations,Network,Medium,Resolved,2024-06-28,12.0,AGT_008,3.0,2024-07-10,7,0
TKT_06340,Facilities,Hardware,High,Resolved,2024-09-26,14.0,AGT_029,,2024-10-10,3,0
TKT_06341,Operations,Payroll,Low,Resolved,2026-02-07,,AGT_021,4.0,,14,0
TKT_06342,HR,Network,High,Resolved,2024-09-29,22.0,AGT_035,2.0,2024-10-21,3,0
TKT_06343,HR,Software,Low,Resolved,2025-02-19,7.0,AGT_037,,2025-02-26,14,1
TKT_06344,Operations,Hardware,High,Resolved,2025-06-20,20.0,AGT_012,,2025-07-10,3,0
TKT_06345,Operations,Network,Medium,Resolved,2025-02-27,,AGT_036,4.0,,7,0
TKT_06346,IT,Onboarding,Low,Resolved,2025-09-30,,AGT_014,2.0,,14,0
TKT_06347,IT,Access,Medium,Resolved,2025-12-17,16.0,AGT_037,3.0,2026-01-02,7,0
TKT_06348,Facilities,Maintenance,High,Resolved,2026-02-28,,AGT_045,,,3,0
TKT_06349,Facilities,Onboarding,Critical,Open,2025-10-21,,AGT_002,2.0,,1,0
TKT_06350,Finance,Onboarding,Low,Resolved,2025-11-30,10.0,AGT_021,,2025-12-10,14,1
TKT_06351,Finance,Software,Medium,Resolved,2025-01-18,26.0,AGT_013,4.0,2025-02-13,7,0
TKT_06352,Operations,Network,High,Escalated,2024-06-25,3.0,AGT_030,3.0,2024-06-28,3,1
TKT_06353,Finance,Maintenance,Critical,Resolved,2025-04-12,15.0,AGT_002,,2025-04-27,1,0
TKT_06354,IT,Onboarding,Critical,Resolved,2025-07-21,30.0,AGT_008,3.0,2025-08-20,1,0
TKT_06355,Facilities,Onboarding,Critical,Open,2024-06-29,3.0,AGT_048,3.0,2024-07-02,1,0
TKT_06356,HR,Maintenance,Low,Escalated,2026-03-11,12.0,AGT_015,1.0,2026-03-23,14,1
TKT_06357,Operations,Payroll,Critical,Open,2025-10-19,3.0,AGT_042,3.0,2025-10-22,1,0
TKT_06358,Facilities,Payroll,Medium,Resolved,2024-08-15,,AGT_031,2.0,,7,0
TKT_06359,IT,Payroll,High,Resolved,2024-09-24,9.0,AGT_046,1.0,2024-10-03,3,0
TKT_06360,Facilities,Network,High,Open,2026-05-18,9.0,AGT_026,1.0,2026-05-27,3,0
TKT_06361,IT,Software,Critical,Resolved,2024-07-25,15.0,AGT_045,4.0,2024-08-09,1,0
TKT_06362,Facilities,Access,Critical,Resolved,2024-10-26,5.0,AGT_048,4.0,2024-10-31,1,0
TKT_06363,IT,Software,Low,Escalated,2024-08-26,19.0,AGT_002,4.0,2024-09-14,14,0
TKT_06364,Operations,Onboarding,Critical,Resolved,2026-01-09,12.0,AGT_043,,2026-01-21,1,0
TKT_06365,Finance,Payroll,High,Resolved,2025-12-03,13.0,AGT_030,,2025-12-16,3,0
TKT_06366,Facilities,Payroll,Low,Resolved,2025-03-02,20.0,AGT_012,4.0,2025-03-22,14,0
TKT_06367,Facilities,Software,Medium,Resolved,2026-04-04,5.0,AGT_001,,2026-04-09,7,1
TKT_06368,HR,Access,Low,Resolved,2026-05-04,17.0,AGT_043,3.0,2026-05-21,14,0
TKT_06369,IT,Network,Low,Resolved,2025-06-07,11.0,AGT_014,5.0,2025-06-18,14,1
TKT_06370,Operations,Onboarding,Low,Escalated,2026-04-13,22.0,AGT_010,,2026-05-05,14,0
TKT_06371,Finance,Access,High,Open,2024-07-22,15.0,AGT_047,,2024-08-06,3,0
TKT_06372,IT,Network,Medium,Resolved,2025-08-31,29.0,AGT_018,,2025-09-29,7,0
TKT_06373,IT,Maintenance,Critical,Resolved,2024-12-19,2.0,AGT_034,,2024-12-21,1,0
TKT_06374,Operations,Maintenance,Medium,Resolved,2024-10-26,21.0,AGT_039,1.0,2024-11-16,7,0
TKT_06375,Facilities,Payroll,Medium,Resolved,2025-09-16,,AGT_013,5.0,,7,0
TKT_06376,Facilities,Hardware,Critical,Resolved,2026-01-22,23.0,AGT_050,5.0,2026-02-14,1,0
TKT_06377,HR,Payroll,High,Escalated,2024-07-06,1.0,AGT_010,,2024-07-07,3,1
TKT_06378,Operations,Hardware,High,Open,2025-04-23,,AGT_015,,,3,0
TKT_06379,Facilities,Payroll,Low,Resolved,2024-06-13,,AGT_042,4.0,,14,0
TKT_06380,HR,Software,Low,Resolved,2024-07-31,19.0,AGT_030,2.0,2024-08-19,14,0
TKT_06381,HR,Software,Medium,Resolved,2026-01-26,3.0,AGT_031,,2026-01-29,7,1
TKT_06382,Finance,Maintenance,High,Resolved,2025-09-22,28.0,AGT_024,2.0,2025-10-20,3,0
TKT_06383,HR,Maintenance,High,Resolved,2024-10-29,3.0,AGT_027,3.0,2024-11-01,3,1
TKT_06384,Finance,Software,High,Resolved,2025-01-13,15.0,AGT_032,2.0,2025-01-28,3,0
TKT_06385,Facilities,Access,Low,Resolved,2025-03-14,29.0,AGT_031,,2025-04-12,14,0
TKT_06386,Finance,Onboarding,High,Resolved,2026-02-01,4.0,AGT_040,2.0,2026-02-05,3,0
TKT_06387,Facilities,Hardware,Medium,Resolved,2026-02-12,,AGT_018,2.0,,7,0
TKT_06388,Operations,Software,High,Resolved,2025-10-26,30.0,AGT_025,2.0,2025-11-25,3,0
TKT_06389,Finance,Software,Critical,Escalated,2026-04-29,13.0,AGT_025,,2026-05-12,1,0
TKT_06390,Operations,Onboarding,High,Resolved,2025-11-18,7.0,AGT_035,1.0,2025-11-25,3,0
TKT_06391,IT,Access,Medium,Resolved,2025-03-10,3.0,AGT_021,,2025-03-13,7,1
TKT_06392,Facilities,Onboarding,High,Resolved,2026-04-06,20.0,AGT_014,2.0,2026-04-26,3,0
TKT_06393,HR,Hardware,Medium,Resolved,2024-08-21,23.0,AGT_012,,2024-09-13,7,0
TKT_06394,IT,Onboarding,High,Resolved,2025-04-10,4.0,AGT_018,,2025-04-14,3,0
TKT_06395,HR,Software,Medium,Resolved,2024-11-29,2.0,AGT_008,4.0,2024-12-01,7,1
TKT_06396,Facilities,Maintenance,Critical,Resolved,2026-03-22,16.0,AGT_049,4.0,2026-04-07,1,0
TKT_06397,Facilities,Hardware,Critical,Resolved,2025-10-09,,AGT_019,1.0,,1,0
TKT_06398,Operations,Hardware,High,Resolved,2024-11-03,19.0,AGT_033,4.0,2024-11-22,3,0
TKT_06399,Finance,Access,Low,Resolved,2025-03-13,,AGT_019,,,14,0
TKT_06400,Finance,Software,Critical,Resolved,2024-10-01,13.0,AGT_010,3.0,2024-10-14,1,0
TKT_06401,Operations,Hardware,Critical,Resolved,2025-06-20,,AGT_027,4.0,,1,0
TKT_06402,HR,Maintenance,High,Resolved,2026-04-24,26.0,AGT_042,,2026-05-20,3,0
TKT_06403,HR,Payroll,High,Resolved,2025-09-21,16.0,AGT_036,1.0,2025-10-07,3,0
TKT_06404,IT,Onboarding,Critical,Open,2024-09-29,7.0,AGT_039,,2024-10-06,1,0
TKT_06405,HR,Access,Medium,Escalated,2025-07-27,25.0,AGT_033,5.0,2025-08-21,7,0
TKT_06406,IT,Software,Critical,Escalated,2026-01-30,9.0,AGT_036,5.0,2026-02-08,1,0
TKT_06407,HR,Payroll,High,Resolved,2025-11-27,6.0,AGT_047,2.0,2025-12-03,3,0
TKT_06408,HR,Network,High,Escalated,2025-06-21,,AGT_003,5.0,,3,0
TKT_06409,Operations,Access,Medium,Resolved,2025-07-02,,AGT_032,,,7,0
TKT_06410,HR,Maintenance,High,Resolved,2025-10-24,10.0,AGT_029,4.0,2025-11-03,3,0
TKT_06411,IT,Software,Low,Resolved,2025-07-09,15.0,AGT_023,3.0,2025-07-24,14,0
TKT_06412,Finance,Payroll,Medium,Resolved,2024-10-14,17.0,AGT_031,5.0,2024-10-31,7,0
TKT_06413,Finance,Payroll,Medium,Resolved,2025-06-18,29.0,AGT_041,,2025-07-17,7,0
TKT_06414,IT,Onboarding,High,Escalated,2025-08-11,27.0,AGT_019,4.0,2025-09-07,3,0
TKT_06415,HR,Network,High,Open,2025-02-08,,AGT_028,5.0,,3,0
TKT_06416,HR,Software,Critical,Escalated,2024-07-05,14.0,AGT_023,5.0,2024-07-19,1,0
TKT_06417,IT,Access,Critical,Resolved,2024-07-14,25.0,AGT_034,1.0,2024-08-08,1,0
TKT_06418,IT,Payroll,Low,Resolved,2025-03-06,7.0,AGT_022,4.0,2025-03-13,14,1
TKT_06419,IT,Network,Low,Resolved,2025-01-15,14.0,AGT_044,4.0,2025-01-29,14,1
TKT_06420,IT,Onboarding,Critical,Resolved,2025-12-27,18.0,AGT_048,,2026-01-14,1,0
TKT_06421,Facilities,Network,High,Resolved,2025-05-18,6.0,AGT_029,,2025-05-24,3,0
TKT_06422,Facilities,Maintenance,Medium,Escalated,2025-01-19,14.0,AGT_036,4.0,2025-02-02,7,0
